year,mean_days,burned_ratio,mean_intensity,mean_aerosol,fips,name,n_hospital_beds_2017,n_hospitals_2017,n_active_mds_2017,n_medicare_bene_2017,n_medicare_eligible_2018,p_poverty,n_pop_2018,p65older,p5younger,p_nonwhite,p_white,ed_rate
2017,1.559879169,0.082415089,2107.8768,163.6064763,06097,Sonoma,1367,9,1385,48741,109755,10.453237395803791,499942,19.745090430489935,10.369402850730683,35.285093070796215,64.71490692920379,41.6
2018,1,0.002629517,139.0714286,175.4258208,06097,Sonoma,1367,9,1385,48741,109755,10.453237395803791,499942,19.745090430489935,10.369402850730683,35.285093070796215,64.71490692920379,38
2019,1.441744374,0.052527724,1571.593507,132.406437,06097,Sonoma,1367,9,1385,48741,109755,10.453237395803791,499942,19.745090430489935,10.369402850730683,35.285093070796215,64.71490692920379,31.5
2020,1.209057299,0.062357844,1084.23435,178.7405307,06097,Sonoma,1367,9,1385,48741,109755,10.453237395803791,499942,19.745090430489935,10.369402850730683,35.285093070796215,64.71490692920379,NA
2015,1.042749371,0.010255943,117.820956,138.6416262,06099,Stanislaus,1149,7,908,39368,90037,16.647228777566667,549815,13.153333393959786,14.79388521593627,57.51480043287287,42.485199567127125,60.7
2016,1.062452039,0.014563783,157.7733015,142.2813036,06099,Stanislaus,1149,7,908,39368,90037,16.647228777566667,549815,13.153333393959786,14.79388521593627,57.51480043287287,42.485199567127125,51.3
2017,1.210528676,0.0383433,289.8093882,146.0595205,06099,Stanislaus,1149,7,908,39368,90037,16.647228777566667,549815,13.153333393959786,14.79388521593627,57.51480043287287,42.485199567127125,56.6
2018,1.116106402,0.02940954,177.2614002,163.5719676,06099,Stanislaus,1149,7,908,39368,90037,16.647228777566667,549815,13.153333393959786,14.79388521593627,57.51480043287287,42.485199567127125,52.8
2019,1.008466979,0.025890883,500.0658598,125.1851189,06099,Stanislaus,1149,7,908,39368,90037,16.647228777566667,549815,13.153333393959786,14.79388521593627,57.51480043287287,42.485199567127125,52
2020,1.391751709,0.19392071,1301.686477,209.6852687,06099,Stanislaus,1149,7,908,39368,90037,16.647228777566667,549815,13.153333393959786,14.79388521593627,57.51480043287287,42.485199567127125,NA
2015,1,0.034228847,511.639693,159.536149,06101,Sutter,14,1,172,14929,18366,16.35315785117126,96807,15.393514931771463,13.931843771628085,52.8691107048044,47.130889295195594,34.1
2016,1.157938201,0.031031905,211.9131512,147.9534007,06101,Sutter,14,1,172,14929,18366,16.35315785117126,96807,15.393514931771463,13.931843771628085,52.8691107048044,47.130889295195594,33.7
2017,1.124802632,0.064921198,337.3439364,166.9116497,06101,Sutter,14,1,172,14929,18366,16.35315785117126,96807,15.393514931771463,13.931843771628085,52.8691107048044,47.130889295195594,31.7
2018,1.233433116,0.072767266,202.5833679,231.4301086,06101,Sutter,14,1,172,14929,18366,16.35315785117126,96807,15.393514931771463,13.931843771628085,52.8691107048044,47.130889295195594,29.9
2019,1.296193342,0.09295904,220.5677192,146.7938765,06101,Sutter,14,1,172,14929,18366,16.35315785117126,96807,15.393514931771463,13.931843771628085,52.8691107048044,47.130889295195594,27.8
2020,1.210091213,0.092480673,261.2176539,230.6684085,06101,Sutter,14,1,172,14929,18366,16.35315785117126,96807,15.393514931771463,13.931843771628085,52.8691107048044,47.130889295195594,NA
2015,1,5.6e-4,81.2,151.0908816,06103,Tehama,65,1,51,13408,15663,20.350092294215187,63916,19.38325301958821,13.0170849239627,30.829526253207337,69.17047374679267,52.7
2016,1.137931034,0.003249121,243.737931,131.50505,06103,Tehama,65,1,51,13408,15663,20.350092294215187,63916,19.38325301958821,13.0170849239627,30.829526253207337,69.17047374679267,55.9
2017,1.311688312,0.003721441,279.9848623,168.1286301,06103,Tehama,65,1,51,13408,15663,20.350092294215187,63916,19.38325301958821,13.0170849239627,30.829526253207337,69.17047374679267,59.7
2018,1.217305197,0.012867311,372.5201632,232.7717285,06103,Tehama,65,1,51,13408,15663,20.350092294215187,63916,19.38325301958821,13.0170849239627,30.829526253207337,69.17047374679267,48
2019,1.580068604,0.024336555,962.8475086,120.3691139,06103,Tehama,65,1,51,13408,15663,20.350092294215187,63916,19.38325301958821,13.0170849239627,30.829526253207337,69.17047374679267,47
2020,2.861441921,0.153125659,1735.848534,244.3345021,06103,Tehama,65,1,51,13408,15663,20.350092294215187,63916,19.38325301958821,13.0170849239627,30.829526253207337,69.17047374679267,NA
2015,2.379362486,0.110265603,602.338778,214.4267096,06105,Trinity,47,1,5,3170,3903,20.02517900700291,12535,27.283605903470285,8.966892700438772,15.660151575588351,84.33984842441164,60.5
2016,1,8.25e-4,97.2943787,117.6061423,06105,Trinity,47,1,5,3170,3903,20.02517900700291,12535,27.283605903470285,8.966892700438772,15.660151575588351,84.33984842441164,52.7
2017,2.154533796,0.032666665,1304.145063,179.0254664,06105,Trinity,47,1,5,3170,3903,20.02517900700291,12535,27.283605903470285,8.966892700438772,15.660151575588351,84.33984842441164,50.1
2018,2.16276035,0.031790202,2214.176693,186.2306889,06105,Trinity,47,1,5,3170,3903,20.02517900700291,12535,27.283605903470285,8.966892700438772,15.660151575588351,84.33984842441164,60.1
2019,1.5325179,0.006816486,565.7495078,117.207259,06105,Trinity,47,1,5,3170,3903,20.02517900700291,12535,27.283605903470285,8.966892700438772,15.660151575588351,84.33984842441164,43
2020,2.486872656,0.233443078,5293.018403,243.1782135,06105,Trinity,47,1,5,3170,3903,20.02517900700291,12535,27.283605903470285,8.966892700438772,15.660151575588351,84.33984842441164,NA
2015,1.331746759,0.022857326,337.289806,174.1330564,06107,Tulare,1079,3,532,46054,64320,26.421065548888787,465861,11.439463702692434,16.7663745194382,71.11091076522825,28.88908923477175,51.3
2016,1.543110629,0.040633275,1068.897303,163.7884325,06107,Tulare,1079,3,532,46054,64320,26.421065548888787,465861,11.439463702692434,16.7663745194382,71.11091076522825,28.88908923477175,40.5
2017,1.958676003,0.065742513,1089.097468,171.6003425,06107,Tulare,1079,3,532,46054,64320,26.421065548888787,465861,11.439463702692434,16.7663745194382,71.11091076522825,28.88908923477175,43.4
2018,1.534684088,0.025535282,317.7310383,177.3202431,06107,Tulare,1079,3,532,46054,64320,26.421065548888787,465861,11.439463702692434,16.7663745194382,71.11091076522825,28.88908923477175,32.2
2019,1.312147878,0.03003857,351.7442201,139.1777232,06107,Tulare,1079,3,532,46054,64320,26.421065548888787,465861,11.439463702692434,16.7663745194382,71.11091076522825,28.88908923477175,40.2
2020,2.756959518,0.098023593,1778.867582,263.4337767,06107,Tulare,1079,3,532,46054,64320,26.421065548888787,465861,11.439463702692434,16.7663745194382,71.11091076522825,28.88908923477175,NA
2015,1.239796878,0.012161872,657.62413,145.0728161,06109,Tuolumne,152,1,107,13749,16689,12.673278277540186,54539,26.18126478299932,9.0779075523937,18.559196171546965,81.44080382845303,53.1
2016,1.074823944,0.007795309,653.7794894,134.0117797,06109,Tuolumne,152,1,107,13749,16689,12.673278277540186,54539,26.18126478299932,9.0779075523937,18.559196171546965,81.44080382845303,46.9
2017,1.569322255,0.014039791,533.8357249,168.6209012,06109,Tuolumne,152,1,107,13749,16689,12.673278277540186,54539,26.18126478299932,9.0779075523937,18.559196171546965,81.44080382845303,53.6
2018,2.085025359,0.033936928,1281.820407,194.4771871,06109,Tuolumne,152,1,107,13749,16689,12.673278277540186,54539,26.18126478299932,9.0779075523937,18.559196171546965,81.44080382845303,47.5
2019,1.135099587,0.009129981,356.5859326,124.002692,06109,Tuolumne,152,1,107,13749,16689,12.673278277540186,54539,26.18126478299932,9.0779075523937,18.559196171546965,81.44080382845303,44
2020,1.735274183,0.017505135,1289.918268,243.8301484,06109,Tuolumne,152,1,107,13749,16689,12.673278277540186,54539,26.18126478299932,9.0779075523937,18.559196171546965,81.44080382845303,NA
2015,1.192307692,0.007803594,433.875,136.6463005,06111,Ventura,1362,8,1912,84276,152317,10.046088667713232,850967,15.557242525268313,12.18331615679574,53.81383766938084,46.18616233061917,35.3
2016,1.602409639,0.012455737,762.0658635,151.6246973,06111,Ventura,1362,8,1912,84276,152317,10.046088667713232,850967,15.557242525268313,12.18331615679574,53.81383766938084,46.18616233061917,32.4
2017,1.615306698,0.169069636,3710.771069,147.6674445,06111,Ventura,1362,8,1912,84276,152317,10.046088667713232,850967,15.557242525268313,12.18331615679574,53.81383766938084,46.18616233061917,34.8
2018,1.128735182,0.036041306,2018.479173,141.541217,06111,Ventura,1362,8,1912,84276,152317,10.046088667713232,850967,15.557242525268313,12.18331615679574,53.81383766938084,46.18616233061917,30.4
2019,1,0.018608571,1798.056452,144.6638785,06111,Ventura,1362,8,1912,84276,152317,10.046088667713232,850967,15.557242525268313,12.18331615679574,53.81383766938084,46.18616233061917,29.8
2020,1.141264455,0.00849862,220.2410671,166.0003979,06111,Ventura,1362,8,1912,84276,152317,10.046088667713232,850967,15.557242525268313,12.18331615679574,53.81383766938084,46.18616233061917,NA
2015,1.517495793,0.029495083,3121.5543,150.0656288,06113,Yolo,156,2,777,14570,32957,18.111867686522206,220408,12.492740735363508,11.46328626910094,51.879695836811734,48.12030416318827,44.1
2016,1.039408867,0.025833808,227.6067734,134.4454016,06113,Yolo,156,2,777,14570,32957,18.111867686522206,220408,12.492740735363508,11.46328626910094,51.879695836811734,48.12030416318827,38.4
2017,1.137203166,0.027492008,278.8815057,155.6739436,06113,Yolo,156,2,777,14570,32957,18.111867686522206,220408,12.492740735363508,11.46328626910094,51.879695836811734,48.12030416318827,43.3
2018,1.454527596,0.116604649,1661.739857,212.2368809,06113,Yolo,156,2,777,14570,32957,18.111867686522206,220408,12.492740735363508,11.46328626910094,51.879695836811734,48.12030416318827,38.9
2019,1.044278521,0.014657823,245.7741795,134.1173905,06113,Yolo,156,2,777,14570,32957,18.111867686522206,220408,12.492740735363508,11.46328626910094,51.879695836811734,48.12030416318827,34.5
2020,1.260682134,0.123690493,2304.725157,208.2764527,06113,Yolo,156,2,777,14570,32957,18.111867686522206,220408,12.492740735363508,11.46328626910094,51.879695836811734,48.12030416318827,NA
2015,1,0.033457414,355.870259,139.7876473,06115,Yuba,219,1,46,10275,13674,17.652633355402372,78041,12.75611537525147,15.926243897438528,43.365666764905626,56.63433323509437,45.4
2016,1,0.016989399,190.2867848,132.7479358,06115,Yuba,219,1,46,10275,13674,17.652633355402372,78041,12.75611537525147,15.926243897438528,43.365666764905626,56.63433323509437,39.2
2017,1.1241395,0.035520716,401.6989437,153.9210503,06115,Yuba,219,1,46,10275,13674,17.652633355402372,78041,12.75611537525147,15.926243897438528,43.365666764905626,56.63433323509437,47.9
2018,1.198483023,0.02850832,216.2900333,197.4129823,06115,Yuba,219,1,46,10275,13674,17.652633355402372,78041,12.75611537525147,15.926243897438528,43.365666764905626,56.63433323509437,43
2019,1.222241029,0.035817783,257.5778605,127.0989303,06115,Yuba,219,1,46,10275,13674,17.652633355402372,78041,12.75611537525147,15.926243897438528,43.365666764905626,56.63433323509437,42.3
2020,1.36729603,0.046987095,224.6621323,232.6365152,06115,Yuba,219,1,46,10275,13674,17.652633355402372,78041,12.75611537525147,15.926243897438528,43.365666764905626,56.63433323509437,NA
