year,mean_days,burned_ratio,mean_intensity,mean_aerosol,upd_geoid
2010,1,0.004786009,132.669022,109.5394533,06091
2011,1.189044481,0.016422316,512.9181219,120.6779917,06091
2012,1,0.002759598,643.25,115.0095243,06091
2013,1.1,0.003449498,188.8,139.0230115,06091
2015,1,0.001379799,353,135.0162392,06091
2016,1,3.44e-4,80,126.8550444,06091
2017,1,0.001657112,219.3102041,139.8679076,06091
2018,1,0.003017973,129.3312416,145.519857,06091
2019,1,0.005059264,290.223262,111.3278035,06091
2020,1.288624788,0.033464189,3104.615834,188.8352211,06091
2010,1.127659574,0.004913436,365.1843972,120.1305692,06093
2011,1.348335532,0.002641612,391.846706,128.4368996,06093
2012,2.255615985,0.014684552,498.9765534,156.9769821,06093
2013,2.05075655,0.015592831,381.4822067,138.6402182,06093
2014,2.293169866,0.069068518,980.4260615,176.3956132,06093
2015,1.137098551,0.009305806,589.62603,169.9971423,06093
2016,1.963855422,0.017353837,904.4710843,132.4876289,06093
2017,2.785360114,0.078657609,1324.007003,230.5081133,06093
2018,2.058661974,0.024771547,519.6160602,225.2463888,06093
2019,1.17385286,0.009921779,620.9344152,126.857289,06093
2020,1.91233329,0.054618261,6201.524875,204.1472901,06093
2010,1.220888504,0.011618227,186.6471353,147.0941383,06095
2011,1.117647059,0.006232523,116.5294118,145.8530522,06095
2012,1.060961033,0.006013989,406.2419316,136.7942889,06095
2013,1,0.008882243,315.4357397,140.8201663,06095
2014,1,0.008402044,346.7636893,133.3998058,06095
2015,1.236500987,0.016748018,591.379732,146.7494213,06095
2016,1.096369637,0.01089074,308.5949835,139.9517668,06095
2017,1.210172872,0.021623331,619.0910239,168.7187519,06095
2018,1.023479582,0.031228749,2129.997905,203.1003893,06095
2019,1.095238095,0.007698999,528.015873,135.1882761,06095
2020,1.04462972,0.070356339,7336.3797,217.3306085,06095
2010,1.031618103,0.00594035,529.1561686,143.8572615,06097
2011,1.083333333,0.002253871,102.7083333,131.7027959,06097
2012,1,8.16e-4,59.77166065,128.8043356,06097
2013,1.124450952,0.00452763,285.2125427,116.9491088,06097
2014,1.125,0.001502581,106.375,133.8533332,06097
2015,1,0.002824705,123.189048,133.9894259,06097
2016,1,0.001690404,217.2222222,132.2866249,06097
2017,1.559879169,0.082415089,2107.8768,163.6064763,06097
2018,1,0.002629517,139.0714286,175.4258208,06097
2019,1.441744374,0.052527724,1571.593507,132.406437,06097
2020,1.209057299,0.062357844,1084.23435,178.7405307,06097
2010,1.0927729370000001,0.006708917,227.2260379,134.0517992,06099
2011,1.035411748,0.006190532,104.8907096,139.4207849,06099
2012,1,0.006129495,97.70673212,126.5961872,06099
2013,1.039421813,0.011121637,154.851859,129.9657754,06099
2014,1.045214521,0.007814461,163.6289879,132.4798898,06099
2015,1.042749371,0.010255943,117.820956,138.6416262,06099
2016,1.062452039,0.014563783,157.7733015,142.2813036,06099
2017,1.210528676,0.0383433,289.8093882,146.0595205,06099
2018,1.116106402,0.02940954,177.2614002,163.5719676,06099
2019,1.008466979,0.025890883,500.0658598,125.1851189,06099
2020,1.391751709,0.19392071,1301.686477,209.6852687,06099
2010,1.034258392,0.043324222,304.394563,141.8037339,06101
2011,1.014147018,0.038493572,260.8868793,145.5532677,06101
2012,1.073900166,0.029562636,1122.206711,145.0931464,06101
2013,1.049047603,0.063569385,328.6192932,143.2769916,06101
2014,1.087194765,0.040142229,411.478055,152.9986687,06101
2015,1,0.034228847,511.639693,159.536149,06101
2016,1.157938201,0.031031905,211.9131512,147.9534007,06101
2017,1.124802632,0.064921198,337.3439364,166.9116497,06101
2018,1.233433116,0.072767266,202.5833679,231.4301086,06101
2019,1.296193342,0.09295904,220.5677192,146.7938765,06101
2020,1.210091213,0.092480673,261.2176539,230.6684085,06101
2010,1.066762665,0.003356327,184.7165859,125.4107593,06103
2011,1.130557215,0.005148946,296.3758853,127.4835463,06103
2012,1.49201534,0.023028559,734.3697461,152.6432151,06103
2013,1.096014598,0.015169596,984.2113335,118.6374227,06103
2014,1.147041864,0.003809754,359.4726098,126.5238137,06103
2015,1,5.6e-4,81.2,151.0908816,06103
2016,1.137931034,0.003249121,243.737931,131.50505,06103
2017,1.311688312,0.003721441,279.9848623,168.1286301,06103
2018,1.217305197,0.012867311,372.5201632,232.7717285,06103
2019,1.580068604,0.024336555,962.8475086,120.3691139,06103
2020,2.861441921,0.153125659,1735.848534,244.3345021,06103
2010,1.030696457,0.004041086,252.3687097,114.9349455,06105
2011,1.319339354,0.004998892,247.6018225,117.8136794,06105
2012,1.391520019,0.006887253,358.1779261,136.3442728,06105
2013,1.376256344,0.004087044,606.7206256,114.3360252,06105
2014,1.582342296,0.009438962,2139.429593,126.5809643,06105
2015,2.379362486,0.110265603,602.338778,214.4267096,06105
2016,1,8.25e-4,97.2943787,117.6061423,06105
2017,2.154533796,0.032666665,1304.145063,179.0254664,06105
2018,2.16276035,0.031790202,2214.176693,186.2306889,06105
2019,1.5325179,0.006816486,565.7495078,117.207259,06105
2020,2.486872656,0.233443078,5293.018403,243.1782135,06105
2010,1.084519499,0.009719246,1176.026105,153.1849751,06107
2011,2.15009837,0.014404663,586.3265091,168.1580578,06107
2012,1.073540227,0.007305619,193.4653993,144.7139904,06107
2013,1.224701535,0.009450349,778.4499645,154.182565,06107
2014,1.341673155,0.007590903,292.2796941,152.8795284,06107
2015,1.331746759,0.022857326,337.289806,174.1330564,06107
2016,1.543110629,0.040633275,1068.897303,163.7884325,06107
2017,1.958676003,0.065742513,1089.097468,171.6003425,06107
2018,1.534684088,0.025535282,317.7310383,177.3202431,06107
2019,1.312147878,0.03003857,351.7442201,139.1777232,06107
2020,2.756959518,0.098023593,1778.867582,263.4337767,06107
2010,1.672413793,0.008457499,186.041092,126.1437698,06109
2011,1.239300283,0.008270507,301.3033545,140.3300591,06109
2012,1.18216669,0.008054924,372.6558521,123.9330699,06109
2013,2.585141587,0.185714433,2207.386399,183.9051816,06109
2014,1.129625864,0.005624608,246.0866714,131.0612831,06109
2015,1.239796878,0.012161872,657.62413,145.0728161,06109
2016,1.074823944,0.007795309,653.7794894,134.0117797,06109
2017,1.569322255,0.014039791,533.8357249,168.6209012,06109
2018,2.085025359,0.033936928,1281.820407,194.4771871,06109
2019,1.135099587,0.009129981,356.5859326,124.002692,06109
2020,1.735274183,0.017505135,1289.918268,243.8301484,06109
2010,1.333333333,0.00855394,269.8830409,147.9706945,06111
2011,1.236363636,0.008253802,260.6909091,149.5267018,06111
2012,1.233766234,0.011555322,328.038961,138.3256267,06111
2013,1.10551658,0.031289117,3293.96905,140.8824197,06111
2014,1.027777778,0.005402488,200.5416667,140.2336247,06111
2015,1.192307692,0.007803594,433.875,136.6463005,06111
2016,1.602409639,0.012455737,762.0658635,151.6246973,06111
2017,1.615306698,0.169069636,3710.771069,147.6674445,06111
2018,1.128735182,0.036041306,2018.479173,141.541217,06111
2019,1,0.018608571,1798.056452,144.6638785,06111
2020,1.141264455,0.00849862,220.2410671,166.0003979,06111
2010,1.006702646,0.014619645,197.3697772,132.0302972,06113
2011,1,0.011716841,139.7258608,132.630139,06113
2012,1.062658694,0.015537191,539.1257679,132.0940899,06113
2013,1.134974196,0.009617049,340.6306074,124.4147898,06113
2014,1.014161946,0.022914461,479.2870987,138.9691946,06113
2015,1.517495793,0.029495083,3121.5543,150.0656288,06113
2016,1.039408867,0.025833808,227.6067734,134.4454016,06113
2017,1.137203166,0.027492008,278.8815057,155.6739436,06113
2018,1.454527596,0.116604649,1661.739857,212.2368809,06113
2019,1.044278521,0.014657823,245.7741795,134.1173905,06113
2020,1.260682134,0.123690493,2304.725157,208.2764527,06113
2010,1,0.013935874,155.8837007,126.179164,06115
2011,1.062210295,0.024850557,281.9277059,128.0649937,06115
2012,1,0.006668849,119.2557576,132.4978147,06115
2013,1.09233488,0.027445346,341.4844636,125.6920597,06115
2014,1.168302136,0.02450701,267.4127154,135.758815,06115
2015,1,0.033457414,355.870259,139.7876473,06115
2016,1,0.016989399,190.2867848,132.7479358,06115
2017,1.1241395,0.035520716,401.6989437,153.9210503,06115
2018,1.198483023,0.02850832,216.2900333,197.4129823,06115
2019,1.222241029,0.035817783,257.5778605,127.0989303,06115
2020,1.36729603,0.046987095,224.6621323,232.6365152,06115
