GEOID,mean
06091,1.0
06009,1.169042094796155
06043,1.7079892768599214
06105,2.1545337964865103
06027,1.0
06051,1.2718415925009217
06003,2.745057571149251
06011,1.1692709071831662
06049,1.3790246781350413
06005,1.0
06063,1.7011494252873562
06093,2.7853601140770334
06021,1.0581766745756525
06029,1.158264759071599
06007,1.1375843258771505
06033,1.2391304347826086
06015,2.1030314606128413
06025,1.023198543845248
06023,1.0
06053,1.0
06073,1.0514086991583085
06079,1.0296091430430716
06083,1.6204260047073953
06109,1.5693222548061259
06035,1.0352320733357263
06045,1.2269503546099292
06019,1.2334603728067954
06039,1.582848236530446
06111,1.615306697855099
06071,1.3280044101433297
06065,1.102478231748158
06047,1.1899488926746167
06099,1.2105286758441325
06103,1.3116883116883113
06089,1.4750815090824405
06067,1.0081177765547606
06061,1.0
06017,1.3670724685366455
06113,1.137203166226913
06057,1.0
06115,1.1241395004835866
06101,1.1248026315789474
06055,1.3697997717605568
06069,1.0
06085,1.0
06087,
06097,1.5598791691988707
06077,1.131249093583608
06095,1.2101728723404257
06031,1.3456657409895787
06107,1.9586760027535755
06059,1.0372779767560851
06037,1.1901840490797546
06013,1.2222222222222223
06001,1.0
06075,
06081,1.0
06041,
