GEOID,mean
06091,0.0027595983972685386
06009,0.009524454290267052
06043,0.0034004685089945707
06105,0.006887253456539826
06027,0.0011012794784381013
06051,0.0036955986145128464
06003,0.0017667813524737568
06011,0.13210214830370495
06049,0.02213750383090167
06005,0.011012496724389028
06063,0.06295486847827764
06093,0.014684552092258614
06021,0.018505748592156476
06029,0.008546551285995145
06007,0.008815059979519
06033,0.013516027882071137
06015,0.0
06025,0.00749635089144267
06023,0.0018003550646779943
06053,0.0068054543044602
06073,0.022450414966943305
06079,0.005007914994185124
06083,0.0030156512575417044
06109,0.008054923991161655
06035,0.05445144962694625
06045,0.02089861703191965
06019,0.011498672006909532
06039,0.005110552402497392
06111,0.011555322245481302
06071,5.907527036146498E-4
06065,0.0034035161173939467
06047,0.007538926483148274
06099,0.006129494819588248
06103,0.023028558875219696
06089,0.05239991147909102
06067,0.007742844041850811
06061,0.005541277882994351
06017,0.009067008469823981
06113,0.015537190503339312
06057,6.815630512642315E-4
06115,0.006668849199131834
06101,0.029562636142314105
06055,0.0037855357893955533
06069,7.276060078933089E-4
06085,2.5423576728354584E-4
06087,0.004882441864205077
06097,8.161076672873416E-4
06077,0.011305292124043654
06095,0.006013989030184972
06031,0.00761779005535198
06107,0.007305619116029768
06059,7.783092875044366E-4
06037,0.005524836121118578
06013,0.002838478446163527
06001,0.0010578312870280653
06075,0.0
06081,0.0
06041,2.607009085269613E-4
