GEOID,mean
06091,1.0
06009,1.517441095169146
06043,2.3333333333333335
06105,1.391520018896894
06027,1.0588235294117647
06051,1.0285714285714285
06003,1.3823237338629593
06011,1.4240051686176498
06049,1.5785823160073273
06005,1.0
06063,2.8485340479192938
06093,2.255615984866399
06021,1.0235874059154035
06029,1.01900290632685
06007,1.0329399330632376
06033,1.1167946674395013
06015,
06025,1.029560647629352
06023,1.0
06053,1.0258673158855751
06073,1.1467316249808195
06079,1.0183110728134426
06083,1.1163321167883211
06109,1.182166690330825
06035,1.189140696863407
06045,1.945044176706827
06019,1.1494722185636066
06039,1.06029794277607
06111,1.2337662337662338
06071,1.4614156466205428
06065,1.1637962623671676
06047,1.0222222222222221
06099,1.0
06103,1.4920153397057982
06089,2.3423934803104856
06067,1.0430234519993251
06061,1.319099014547161
06017,1.0
06113,1.0626586944057663
06057,1.0
06115,1.0
06101,1.0739001661489562
06055,1.1111111111111112
06069,1.0
06085,1.0
06087,1.0
06097,1.0
06077,1.0822646987660296
06095,1.0609610327516137
06031,1.0626074146820526
06107,1.0735402265038976
06059,1.3257042253521125
06037,1.3923855852278368
06013,1.0
06001,1.0
06075,
06081,
06041,1.0
