GEOID,mean,year
6043,129.5828958,2014
6105,126.5809643,2014
6027,142.0427773,2014
6051,141.085534,2014
6003,140.5094028,2014
6011,132.2183723,2014
6049,145.167255,2014
6005,123.1165319,2014
6063,125.6770657,2014
6093,176.3956132,2014
6021,131.9697235,2014
6029,154.7497397,2014
6007,133.7612263,2014
6033,108.179133,2014
6015,182.8634159,2014
6025,153.7941116,2014
6023,155.5285925,2014
6053,135.7654662,2014
6073,130.8140566,2014
6079,138.0219708,2014
6083,132.5211837,2014
6109,131.0612831,2014
6035,141.9512834,2014
6045,134.6905128,2014
6019,146.8767386,2014
6039,138.6907595,2014
6111,140.2336247,2014
6071,141.8852123,2014
6065,148.6701922,2014
6047,142.8915118,2014
6099,132.4798898,2014
6103,126.5238137,2014
6089,123.3245309,2014
6067,147.3338793,2014
6061,140.5370621,2014
6017,132.4414091,2014
6113,138.9691946,2014
6057,130.7629614,2014
6115,135.758815,2014
6101,152.9986687,2014
6055,122.5502188,2014
6069,126.8887092,2014
6085,134.0770912,2014
6087,150.1293989,2014
6097,133.8533332,2014
6077,137.4001982,2014
6095,133.3998058,2014
6031,166.4061052,2014
6107,152.8795284,2014
6059,156.3609601,2014
6037,143.7929528,2014
6013,133.0770747,2014
6001,143.7013386,2014
6075,137.245736,2014
6081,152.9663184,2014
6041,143.977798,2014
6091,135.0162392,2015
6009,123.9328143,2015
6043,147.1850354,2015
6105,214.4267096,2015
6027,155.0386671,2015
6051,166.2727399,2015
6003,160.9993895,2015
6011,145.2278806,2015
6049,160.1578088,2015
6005,129.7038439,2015
6063,137.6468345,2015
6093,169.9971423,2015
6021,145.0551684,2015
6029,162.9369261,2015
6007,144.3146961,2015
6033,118.8057404,2015
6015,196.7731364,2015
6025,158.8957174,2015
6023,198.1108299,2015
6053,130.6113214,2015
6073,129.3770496,2015
6079,142.3042893,2015
6083,128.3641203,2015
6109,145.0728161,2015
6035,161.6919726,2015
6045,138.1911646,2015
6019,186.2697035,2015
6039,162.8408812,2015
6111,136.6463005,2015
6071,148.2673424,2015
6065,153.3338402,2015
6047,156.8485481,2015
6099,138.6416262,2015
6103,151.0908816,2015
6089,153.1468657,2015
6067,154.6696606,2015
6061,136.9874168,2015
6017,133.7672631,2015
6113,150.0656288,2015
6057,129.2459532,2015
6115,139.7876473,2015
6101,159.536149,2015
6055,129.6608184,2015
6069,127.0508571,2015
6085,129.1552158,2015
6087,142.4224852,2015
6097,133.9894259,2015
6077,143.5375568,2015
6095,146.7494213,2015
6031,175.6145161,2015
6107,174.1330564,2015
6059,155.612845,2015
6037,144.9107396,2015
6013,134.6328348,2015
6001,140.4607315,2015
6075,135.3916437,2015
6081,144.0941995,2015
6041,136.8186171,2015
6091,126.8550444,2016
6009,129.3557817,2016
6043,145.0675155,2016
6105,117.6061423,2016
6027,146.3979014,2016
6051,139.5302097,2016
6003,131.1802393,2016
6011,137.0305551,2016
6049,141.998827,2016
6005,129.2672936,2016
6063,126.7546619,2016
6093,132.4876289,2016
6021,140.6549362,2016
6029,169.3863638,2016
6007,139.3650007,2016
6033,110.8557146,2016
6015,144.2355434,2016
6025,158.6563512,2016
6023,142.208522,2016
6053,175.6214974,2016
6073,132.9282506,2016
6079,159.3281672,2016
6083,140.2647627,2016
6109,134.0117797,2016
6035,144.5369373,2016
6045,126.1175897,2016
6019,157.2975706,2016
6039,150.7822564,2016
6111,151.6246973,2016
6071,151.7810299,2016
6065,154.3598696,2016
6047,163.7977168,2016
6099,142.2813036,2016
6103,131.50505,2016
6089,120.915373,2016
6067,147.5956869,2016
6061,126.7308567,2016
6017,127.3200331,2016
6113,134.4454016,2016
6057,120.6648304,2016
6115,132.7479358,2016
6101,147.9534007,2016
6055,122.3941393,2016
6069,151.7099275,2016
6085,150.2549536,2016
6087,164.6816572,2016
6097,132.2866249,2016
6077,138.649484,2016
6095,139.9517668,2016
6031,178.7995228,2016
6107,163.7884325,2016
6059,162.2591161,2016
6037,158.2426914,2016
6013,138.5318143,2016
6001,147.356576,2016
6075,137.4490711,2016
6081,153.5467353,2016
6041,137.8179816,2016
6091,139.8679076,2017
6009,140.3407763,2017
6043,174.8461907,2017
