GEOID,mean
06091,3104.6158339396884
06009,242.07884195193006
06043,855.5311224797452
06105,5293.018402631544
06027,10702.586842105264
06051,2754.257841511266
06003,2470.280832345366
06011,218.07541426164445
06049,986.6801316214475
06005,355.4841930116472
06063,2646.5809525576747
06093,6201.524874594813
06021,3134.020917270651
06029,1530.3440290069789
06007,6803.12985501028
06033,661.2972695825714
06015,1431.3534556130785
06025,488.0261731088606
06023,1447.0657373635615
06053,1676.1317347245526
06073,2238.0337989910745
06079,263.2312446310966
06083,295.8448120841575
06109,1289.9182675287136
06035,1315.876769761268
06045,4017.6231794994437
06019,1712.765388692276
06039,1856.5576155933518
06111,220.2410671006163
06071,2029.9238792061483
06065,1410.168030824878
06047,381.6506036116931
06099,1301.6864772388076
06103,1735.848534057829
06089,1169.3200158583884
06067,458.53268719118205
06061,567.3394874360213
06017,810.1544035403394
06113,2304.7251571971065
06057,153.0
06115,224.66213229948116
06101,261.2176538505946
06055,2461.7830060796323
06069,2368.7241379310344
06085,2116.878706794765
06087,4537.811160209039
06097,1084.234350330534
06077,923.3784064056146
06095,7336.3797000163495
06031,156.70644292521237
06107,1778.8675821086622
06059,1605.798402255639
06037,2287.0649587475204
06013,1343.5817252529469
06001,1010.2117725888119
06075,143.5
06081,1699.3455460501752
06041,491.18055555555554
