GEOID,mean
06091,0.01642231595237258
06009,0.005143982618529119
06043,0.012568842818343853
06105,0.004998891711015177
06027,0.002979932706361921
06051,0.0017950050413348111
06003,0.0
06011,0.034108953698608634
06049,0.0048729069346285635
06005,0.009768838522044333
06063,0.0010182776859191222
06093,0.0026416123120820896
06021,0.013384445009009604
06029,0.013251007733867799
06007,0.02027060075790572
06033,0.0012485824916418416
06015,0.0
06025,0.013816934238993928
06023,0.0023731953125300832
06053,0.011287195970574588
06073,0.00966294521747368
06079,0.001558905033734921
06083,0.001841789744997243
06109,0.008270507289803424
06035,0.0027217743877452428
06045,0.0026538725724871456
06019,0.005513616148119038
06039,0.011850100936128972
06111,0.008253801603915216
06071,8.063709770564955E-4
06065,0.0038617605530290424
06047,0.00969844294067406
06099,0.006190531864776293
06103,0.00514894551845343
06089,0.002606561781571274
06067,0.004101995999900717
06061,0.0025821158788425108
06017,0.01765408452345407
06113,0.011716841097898686
06057,0.004995456246324896
06115,0.02485055715203763
06101,0.038493571947208816
06055,0.015142143157582213
06069,5.966743355217623E-4
06085,2.5423576728354584E-4
06087,1.1578913511948798E-4
06097,0.0022538713555047525
06077,0.01624446201161075
06095,0.006232522698028174
06031,0.003525542414519637
06107,0.014404662959952352
06059,0.0
06037,0.002147298065539485
06013,0.003786255294854026
06001,0.0061770358487269455
06075,0.0
06081,0.0
06041,0.0
