GEOID,mean
06091,0.0047860093772235735
06009,0.006074237335309184
06043,4.533958011992761E-4
06105,0.0040410860011916684
06027,7.688632852348129E-4
06051,0.002217359168707708
06003,0.007605756864919301
06011,0.025757184408233883
06049,0.001499856050967244
06005,0.005477251150222746
06063,0.004589722270241132
06093,0.004913435797362279
06021,0.0196740061228073
06029,0.006573437351721879
06007,0.014253627458515885
06033,0.0019663950142877005
06015,4.993453381182832E-4
06025,0.011189344342310269
06023,0.0034370414871125344
06053,0.008801941811915962
06073,0.0049152985149609136
06079,0.0022925074025513547
06083,9.647470092842701E-4
06109,0.008457498639023207
06035,0.007859570752236238
06045,0.001114592908369048
06019,0.010079593043029734
06039,0.00597520131334792
06111,0.008553939844057588
06071,3.9891965937741993E-4
06065,0.00406130711909098
06047,0.011057092175284135
06099,0.006708916910528286
06103,0.0033563268892794393
06089,0.003798007196722833
06067,0.007520761455868924
06061,0.011139762764311499
06017,0.008000815666625404
06113,0.014619644893305106
06057,0.0014820655369647698
06115,0.013935873962791858
06101,0.043324221586298214
06055,0.0037377011323617973
06069,4.7696537792491975E-4
06085,0.0033050649746860956
06087,0.0038274741886719643
06097,0.005940350484361382
06077,0.013446176542726973
06095,0.011618227433163939
06031,0.004155838326293174
06107,0.009719245669843838
06059,0.0012565310152140286
06037,0.00797215258815234
06013,0.0010432014802139458
06001,7.131625343477497E-4
06075,0.0
06081,0.0
06041,1.9002897549254405E-4
