GEOID,mean,year
6091,0.140701853,2020
6009,0.213213532,2020
6043,0.242064022,2020
6105,0.206373941,2020
6027,0.14985474,2020
6051,0.144242761,2020
6003,0.120840702,2020
6011,0.200962669,2020
6049,0.119981384,2020
6005,0.199326446,2020
6063,0.155345866,2020
6093,0.158383424,2020
6021,0.229685402,2020
6029,0.20686202,2020
6007,0.238786062,2020
6033,0.158942412,2020
6015,0.138430688,2020
6025,0.133477758,2020
6023,0.145092377,2020
6053,0.166987769,2020
6073,0.134634288,2020
6079,0.179435671,2020
6083,0.161436857,2020
6109,0.193086418,2020
6035,0.130651367,2020
6045,0.157379171,2020
6019,0.259606929,2020
6039,0.268367969,2020
6111,0.157311023,2020
6071,0.137309073,2020
6065,0.129789503,2020
6047,0.220092614,2020
6099,0.214955467,2020
6103,0.262097363,2020
6089,0.213497958,2020
6067,0.204000441,2020
6061,0.171097731,2020
6017,0.178606896,2020
6113,0.192910747,2020
6057,0.162474112,2020
6115,0.214496598,2020
6101,0.225413309,2020
6055,0.16232817,2020
6069,0.172320254,2020
6085,0.167733021,2020
6087,0.154475916,2020
6097,0.14492906,2020
6077,0.201132809,2020
6095,0.172532705,2020
6031,0.245467541,2020
6107,0.31419024,2020
6059,0.167119064,2020
6037,0.174801132,2020
6013,0.162720753,2020
6001,0.162433135,2020
6075,0.142895601,2020
6081,0.146091036,2020
6041,0.142973841,2020
