GEOID,mean
06091,643.25
06009,768.5137334912905
06043,91.55396825396825
06105,358.1779260659029
06027,212.33823529411765
06051,576.9571428571429
06003,281.9076464746772
06011,2488.3931783598146
06049,1981.3106934597479
06005,331.9923932124049
06063,975.6072481309675
06093,498.97655344947157
06021,495.4636382911058
06029,1172.728435427379
06007,277.3059421055722
06033,590.7545283292277
06015,
06025,1316.474477375478
06023,349.3181818181818
06053,500.7689947250965
06073,1092.6946255945988
06079,614.9378500646274
06083,398.1256843065694
06109,372.65585214633916
06035,1626.2112499873642
06045,850.846393574297
06019,601.8683792123733
06039,140.64737526602033
06111,328.038961038961
06071,1534.034113890367
06065,308.56166570695706
06047,110.15555555555555
06099,97.70673211781207
06103,734.3697460553682
06089,1198.016013586069
06067,148.8432596591868
06061,186.7397153136243
06017,254.5833734939759
06113,539.1257678761569
06057,105.0
06115,119.25575757575758
06101,1122.2067109730551
06055,73.05555555555556
06069,121.93059125964011
06085,75.0
06087,305.90645586297757
06097,59.771660649819495
06077,140.14573755948058
06095,406.2419316280182
06031,302.62325067517804
06107,193.46539932342992
06059,214.51232394366193
06037,530.9772163208578
06013,415.9065527065527
06001,139.03903903903904
06075,
06081,
06041,89.0
