GEOID,mean
06091,1.0
06009,1.1875
06043,1.8005578800557882
06105,1.0
06027,1.105263157894737
06051,1.1655172413793105
06003,2.5
06011,1.0578657740965565
06049,1.1904761904761905
06005,1.0
06063,1.2916666666666667
06093,1.963855421686747
06021,1.0657584335928283
06029,1.3842313542136095
06007,1.0873593646591666
06033,1.2541528239202657
06015,1.0
06025,1.0
06023,1.0
06053,2.3439783060870147
06073,1.248321459689406
06079,1.6734777838727375
06083,1.5433193766568392
06109,1.0748239436619718
06035,1.0152787105439893
06045,1.3
06019,1.0961324601507476
06039,1.1102729774013045
06111,1.6024096385542168
06071,1.2652697280427998
06065,1.0427135678391959
06047,1.0947002141327622
06099,1.0624520394309664
06103,1.1379310344827587
06089,1.1284512785659673
06067,1.0
06061,1.0563423022455998
06017,1.4643328744416038
06113,1.0394088669950738
06057,1.6004709576138147
06115,1.0
06101,1.1579382010873305
06055,1.0
06069,1.0
06085,1.6337047353760448
06087,1.1871039880730525
06097,1.0
06077,1.11265383401704
06095,1.0963696369636964
06031,1.5178592760721539
06107,1.5431106292393333
06059,1.0
06037,1.4720670391061452
06013,1.0
06001,1.0
06075,
06081,
06041,1.0
