GEOID,mean
06091,1.0
06009,1.228252151334303
06043,1.2666666666666666
06105,2.3793624864793275
06027,
06051,1.1634454195838677
06003,1.3773584905660377
06011,1.1062439634111698
06049,1.193158713072599
06005,1.3752942495235962
06063,1.2
06093,1.1370985505969426
06021,1.1588723180561504
06029,1.145016823847211
06007,1.04
06033,1.3194577885458874
06015,2.09023135281304
06025,1.0685944855413585
06023,2.2058547236397796
06053,1.139240506329114
06073,1.2097422774629867
06079,1.2162162162162162
06083,1.5714285714285714
06109,1.2397968779386872
06035,1.173792955018294
06045,1.0
06019,2.139414771284378
06039,1.2775684501381561
06111,1.1923076923076923
06071,1.9748476469924383
06065,1.2541866028708133
06047,1.0
06099,1.0427493713327745
06103,1.0
06089,1.226371776230198
06067,1.0332550860719876
06061,1.030717285678992
06017,1.2635039924847347
06113,1.5174957932433017
06057,1.1669555170421722
06115,1.0
06101,1.0
06055,1.0095120662321648
06069,1.0
06085,1.0
06087,1.0
06097,1.0
06077,1.2061230675962413
06095,1.2365009872092023
06031,1.0020358306188926
06107,1.331746759275582
06059,1.0
06037,1.0
06013,1.0
06001,1.0
06075,
06081,
06041,
