GEOID,mean
06091,1.0
06009,1.0886691107511297
06043,2.9915296042737
06105,2.1627603500332637
06027,1.0535714285714286
06051,1.0372825186412593
06003,2.9487701645104605
06011,1.8414368959086223
06049,1.7154998777520345
06005,1.2792022792022792
06063,1.231000785271791
06093,2.0586619741472885
06021,2.20877036375809
06029,1.162606810355822
06007,1.6060018130830036
06033,1.7998069202604219
06015,2.0066736652669452
06025,1.1175440213884023
06023,1.3772501225747704
06053,1.059724564362001
06073,1.089469297026952
06079,1.0
06083,1.0943396226415094
06109,2.0850253593273465
06035,1.452054794520548
06045,1.2202925781774256
06019,1.1705919796308082
06039,2.1123037794672648
06111,1.1287351817380233
06071,1.4140954855472556
06065,1.498558902945906
06047,1.0466349670811996
06099,1.1161064016369482
06103,1.2173051970224682
06089,2.2991925046101684
06067,1.1371033360455656
06061,1.208379763761979
06017,1.0836449517811455
06113,1.4545275955777224
06057,1.0
06115,1.1984830226128875
06101,1.2334331161589482
06055,1.1682129277566538
06069,1.1660516605166051
06085,1.0
06087,1.0
06097,1.0
06077,1.1531776957826132
06095,1.023479581971364
06031,1.0021658810039495
06107,1.5346840876096701
06059,1.900283039407795
06037,1.0838810793735645
06013,1.0
06001,1.0
06075,
06081,
06041,1.0
