GEOID,mean
06091,512.9181219110379
06009,324.6882768705825
06043,322.69010527184423
06105,247.60182247172725
06027,999.8369565217391
06051,498.7352941176471
06003,
06011,344.0615184538901
06049,491.0808398449908
06005,215.93645558487245
06063,154.9212328767123
06093,391.8467059827734
06021,356.1460608281422
06029,857.4703864362789
06007,425.78654869968216
06033,306.2
06015,
06025,1353.6761567328456
06023,552.7413793103449
06053,537.9463302752292
06073,574.9936868686868
06079,217.64705882352942
06083,218.47619047619048
06109,301.3033545368642
06035,306.5288169868554
06045,268.9193548387097
06019,168.3116857636164
06039,212.25843871099326
06111,260.6909090909091
06071,831.5154496633537
06065,252.90823529411765
06047,255.56990922639204
06099,104.89070962366338
06103,296.37588531444663
06089,236.42684668311048
06067,237.89617834394903
06061,135.29204431017118
06017,569.9519203003176
06113,139.7258607581188
06057,181.70545746388447
06115,281.92770594453935
06101,260.886879334258
06055,562.9722222222222
06069,85.60188087774296
06085,181.0
06087,88.0
06097,102.70833333333333
06077,171.19151324651997
06095,116.52941176470588
06031,153.83023872679044
06107,586.326509053081
06059,
06037,2249.002298850575
06013,279.8163178129005
06001,341.6451529956287
06075,
06081,
06041,
