GEOID,mean
06091,188.8
06009,316.4691157347204
06043,609.5684784438401
06105,606.7206256012207
06027,798.6486486486486
06051,
06003,375.3333333333333
06011,455.701651049644
06049,883.7149635036498
06005,669.0434782608696
06063,205.59259259259258
06093,381.48220666199677
06021,278.8611998763014
06029,365.9019444846032
06007,283.61317290413314
06033,1158.0
06015,197.5
06025,1244.3813696750456
06023,1076.4574514176365
06053,986.6135057471264
06073,1279.607142857143
06079,264.9881486226777
06083,421.09168443496804
06109,2207.3863990305817
06035,307.5357142857143
06045,151.1881258941345
06019,336.46552007305877
06039,262.3910705982641
06111,3293.9690503507813
06071,920.3723019861211
06065,4441.047377618485
06047,179.05058135715694
06099,154.85185900904384
06103,984.2113334878063
06089,506.9822055724655
06067,190.66369523168785
06061,1330.6181579204128
06017,341.7873014277097
06113,340.63060738388253
06057,218.33333333333334
06115,341.48446358883723
06101,328.6192931770081
06055,166.8421052631579
06069,1327.0
06085,58.666666666666664
06087,82.80916552667578
06097,285.21254270375795
06077,297.2150041911148
06095,315.43573972159277
06031,108.48692077727951
06107,778.4499644684479
06059,1014.5823016964698
06037,4592.077650572424
06013,939.6615120274914
06001,315.4651162790698
06075,
06081,146.63201471941125
06041,
