GEOID,mean
06091,1.1
06009,1.0
06043,2.255844781875151
06105,1.3762563439148177
06027,1.027027027027027
06051,
06003,1.0
06011,1.0746688890891072
06049,1.6715328467153285
06005,1.0
06063,1.0740740740740742
06093,2.0507565499743654
06021,1.052571899804144
06029,1.0921642330490098
06007,1.1030158606141105
06033,1.0434782608695652
06015,1.0
06025,1.1025385143142268
06023,3.2508624088310656
06053,1.103448275862069
06073,1.1428571428571428
06079,1.0326713645099295
06083,1.0
06109,2.585141587193043
06035,1.0714285714285714
06045,1.2128040057224607
06019,1.610562449916618
06039,1.252906075635462
06111,1.1055165798333553
06071,1.6700646087580762
06065,1.3039558335744974
06047,1.0670038757143796
06099,1.0394218134034166
06103,1.0960145976944908
06089,1.0398033247483025
06067,1.0
06061,2.8711253546285596
06017,1.051276895234265
06113,1.1349741961095674
06057,1.0
06115,1.0923348796112216
06101,1.0490476030503577
06055,1.0
06069,1.1470588235294117
06085,1.0
06087,1.0314637482900137
06097,1.1244509516837482
06077,1.202497022102616
06095,1.0
06031,1.0
06107,1.2247015349630472
06059,1.0
06037,1.1757475973503848
06013,1.0
06001,1.0
06075,
06081,1.1922723091076357
06041,
